date,symbol,direction,strength,auction_interval_min,realised_end,realised_sessions
2022-05-19,2743,long,0.0293,5.0,2022-06-01,10
2022-05-19,9105,long,,,2022-06-01,10
2022-05-20,3535,long,0.4676,5.0,2022-06-07,12
2022-05-24,1453,long,0.6721,20.0,2022-06-09,12
2022-05-24,2929,long,0.4518,5.0,2022-06-07,10
2022-05-25,1524,long,0.8645,5.0,2022-06-10,12
2022-05-25,3466,long,0.4972,5.0,2022-06-08,10
2022-05-27,1568,long,0.3844,5.0,2022-06-10,10
2022-05-31,1539,long,0.4444,5.0,2022-06-16,12
2022-06-01,8068,long,0.3783,5.0,2022-06-15,10
2022-06-02,5205,long,0.5158,5.0,2022-06-16,10
2022-06-07,2364,long,0.8564,5.0,2022-06-20,10
2022-06-07,5258,long,0.6595,5.0,2022-06-22,12
2022-06-07,8097,long,0.594,5.0,2022-06-20,10
2022-06-07,9105,long,,,2022-06-20,10
2022-06-08,2745,long,0.3445,5.0,2022-06-21,10
2022-06-13,4402,long,0.5333,5.0,2022-06-24,10
2022-06-15,3252,long,0.6024,5.0,2022-06-30,12
2022-06-15,3494,long,0.3416,5.0,2022-06-28,10
2022-06-20,4911,long,0.9763,5.0,2022-07-06,13
2022-06-23,8467,long,0.519,5.0,2022-07-06,10
2022-06-24,8222,long,0.4152,5.0,2022-07-11,12
2022-06-29,3205,long,0.7972,5.0,2022-07-14,12
2022-06-30,3508,long,0.1504,5.0,2022-07-15,12
2022-07-04,3675,long,-0.3554,5.0,2022-07-20,13
2022-07-04,8097,long,-0.2417,20.0,2022-07-15,10
2022-07-05,3228,long,-0.356,5.0,2022-07-18,10
2022-07-11,6143,long,-0.1329,5.0,2022-07-22,10
2022-07-11,6225,long,-0.4765,45.0,2022-08-09,20
2022-07-14,6796,long,0.8038,5.0,2022-07-27,10
2022-07-22,3362,long,0.349,5.0,2022-08-08,12
2022-07-22,6133,long,0.5684,5.0,2022-08-08,12
2022-07-25,2305,long,0.3853,5.0,2022-08-10,13
2022-07-28,2388,long,0.4615,5.0,2022-08-12,12
2022-07-28,9103,long,,,2022-08-10,10
2022-07-29,2380,long,0.3526,5.0,2022-08-11,10
2022-08-08,9912,long,0.5338,5.0,2022-08-19,10
2022-08-09,6512,long,0.4474,5.0,2022-08-22,10
2022-08-11,3432,long,0.6436,5.0,2022-08-24,10
2022-08-12,8097,long,0.0942,20.0,2022-08-25,10
2022-08-16,6103,long,0.2793,45.0,2022-08-29,10
2022-08-17,6643,long,0.2514,5.0,2022-08-30,10
2022-08-18,4413,long,0.6798,5.0,2022-08-31,10
2022-08-19,2364,long,1.1307,5.0,2022-09-01,10
2022-08-19,6472,long,0.4075,5.0,2022-09-05,12
2022-08-19,9103,long,,,2022-09-01,10
2022-08-22,1449,long,0.4457,5.0,2022-09-02,10
2022-08-23,1539,long,0.4754,5.0,2022-09-05,10
2022-08-23,2468,long,0.7103,5.0,2022-09-05,10
2022-08-24,2230,long,0.6711,5.0,2022-09-12,13
2022-08-24,5205,long,0.8145,5.0,2022-09-06,10
2022-08-24,6461,long,0.1988,5.0,2022-09-06,10
2022-08-24,8478,long,0.6165,5.0,2022-09-08,12
2022-08-25,3520,long,0.5045,5.0,2022-09-07,10
2022-08-25,6649,long,0.3941,5.0,2022-09-07,10
2022-08-26,3043,long,0.7907,45.0,2022-09-14,13
2022-08-26,4743,long,0.3757,5.0,2022-09-14,13
2022-08-26,4768,long,0.3918,5.0,2022-09-08,10
2022-08-26,6767,long,0.399,5.0,2022-09-08,10
2022-08-26,9928,long,1.1901,5.0,2022-09-08,10
2022-08-29,4770,long,0.4337,5.0,2022-09-12,10
2022-09-02,6666,long,0.3768,5.0,2022-09-16,10
2022-09-02,6683,long,0.3142,5.0,2022-09-16,10
2022-09-05,3383,long,,45.0,2022-09-19,10
2022-09-07,4168,long,0.551,5.0,2022-09-21,10
2022-09-08,3373,long,0.4447,5.0,2022-09-22,10
2022-09-13,2364,long,0.2008,20.0,2022-09-26,10
2022-09-13,3205,long,0.2041,5.0,2022-09-26,10
2022-09-13,3523,long,0.5778,10.0,2022-09-26,10
2022-09-16,8426,long,0.5786,5.0,2022-10-04,13
2022-09-16,9105,long,,,2022-09-29,10
2022-09-28,5703,long,0.4038,5.0,2022-10-12,10
2022-09-29,4304,long,0.3476,5.0,2022-10-13,10
2022-10-04,6550,long,-0.398,5.0,2022-10-20,12
2022-10-06,2364,long,0.0599,20.0,2022-10-24,12
2022-10-06,9103,long,,,2022-10-20,10
2022-10-07,3228,long,-0.2158,5.0,2022-11-01,17
2022-10-12,2540,long,-0.311,5.0,2022-10-25,10
2022-10-14,6287,long,1.5714,45.0,2022-10-27,10
2022-10-17,3686,long,-0.083,5.0,2022-10-28,10
2022-10-18,3219,long,-0.4626,5.0,2022-10-31,10
2022-10-21,6247,long,0.3955,5.0,2022-11-03,10
2022-11-01,9103,long,,,2023-01-03,40
2022-11-03,9105,long,,,2022-11-16,10
2022-11-07,3272,long,0.6857,5.0,2022-11-22,12
2022-11-07,9928,long,-0.2519,5.0,2022-11-18,10
2022-11-08,3228,long,-0.2589,20.0,2022-11-23,12
2022-11-09,8033,long,0.916,5.0,2022-11-22,10
2022-11-10,6556,long,0.6788,5.0,2022-11-23,10
2022-11-18,6472,long,0.5841,5.0,2022-12-05,12
2022-11-21,3095,long,12.8989,5.0,2022-12-02,10
2022-11-24,4943,long,-0.3759,45.0,2022-12-07,10
2022-11-29,1795,long,0.5955,5.0,2022-12-14,12
2022-11-29,1810,long,0.9908,5.0,2022-12-14,12
2022-12-01,8222,long,0.6401,5.0,2022-12-16,12
2022-12-05,2719,long,0.7909,5.0,2022-12-16,10
2022-12-06,4979,long,0.5892,5.0,2022-12-21,12
2022-12-09,1342,long,0.6771,5.0,2022-12-26,12
2022-12-09,9105,long,,,2022-12-22,10
2022-12-16,3228,long,-0.0476,20.0,2022-12-29,10
2022-12-16,3693,long,0.4586,5.0,2023-01-03,12
2022-12-19,1701,long,0.5024,5.0,2022-12-30,10
2022-12-27,4747,long,0.9179,5.0,2023-01-10,10
2022-12-27,4943,long,0.4845,60.0,2023-01-17,15
2023-01-10,5340,long,0.6044,5.0,2023-01-17,6
2023-01-30,4943,long,0.726,60.0,2023-01-30,1
2023-01-30,5340,long,0.6202,5.0,2023-02-02,4
2023-02-03,6612,long,0.5404,5.0,2023-02-16,10
2023-02-06,9105,long,,,2023-03-08,20
2023-02-07,2482,long,0.5996,5.0,2023-02-22,12
2023-02-13,8227,long,0.3757,5.0,2023-02-24,10
2023-02-14,6472,long,0.2441,5.0,2023-03-03,12
2023-02-15,6865,long,0.267,5.0,2023-03-02,10
2023-02-16,2453,long,0.5859,5.0,2023-03-07,12
2023-02-20,2754,long,0.3614,5.0,2023-03-09,12
2023-02-21,6874,long,0.938,5.0,2023-03-16,16
2023-02-23,2719,long,1.01,5.0,2023-03-10,10
2023-02-23,8940,long,0.589,5.0,2023-03-10,10
2023-02-24,3058,long,0.5535,5.0,2023-03-13,10
2023-02-24,9103,long,,,2023-03-13,10
2023-03-01,2739,long,0.7676,5.0,2023-03-17,13
2023-03-01,5701,long,0.4448,45.0,2023-03-14,10
2023-03-01,6791,long,0.6684,5.0,2023-03-14,10
2023-03-03,8996,long,0.1341,5.0,2023-03-20,12
2023-03-06,6751,long,0.6,5.0,2023-03-17,10
2023-03-07,6752,long,1.2734,5.0,2023-03-20,10
2023-03-07,8033,long,0.4319,5.0,2023-03-20,10
2023-03-08,6811,long,0.3833,5.0,2023-03-21,10
2023-03-10,3362,long,0.474,5.0,2023-03-27,12
2023-03-13,2429,long,0.5913,5.0,2023-03-24,10
2023-03-13,7402,long,0.8924,5.0,2023-03-24,10
2023-03-14,911608,long,,,2023-03-27,10
2023-03-15,8227,long,0.7631,20.0,2023-03-30,12
2023-03-16,9105,long,,,2023-03-29,10
2023-03-17,2754,long,-0.1453,20.0,2023-03-30,10
2023-03-17,6291,long,0.3761,5.0,2023-03-30,10
2023-03-24,6751,long,0.9841,20.0,2023-03-31,6
2023-03-27,1435,long,-0.2704,5.0,2023-03-31,5
2023-03-27,6874,long,0.379,20.0,2023-03-31,5
2023-03-28,4763,long,-0.0941,5.0,2023-03-31,4
2023-03-28,6160,long,0.3777,5.0,2023-03-31,4
2023-03-28,8033,long,0.119,20.0,2023-03-31,4
2023-03-28,8478,long,0.3521,5.0,2023-03-31,4
2023-03-28,8996,long,-0.047,20.0,2023-03-31,4
2023-03-29,3629,long,0.4968,5.0,2023-03-31,3
2023-03-29,5381,long,0.777,10.0,2023-03-31,3
2023-03-30,6517,long,0.4647,5.0,2023-03-31,2
2023-03-31,6472,long,0.4708,5.0,2023-03-31,1
2023-04-06,1435,long,-0.3224,5.0,2023-04-12,5
2023-04-06,3629,long,0.2662,5.0,2023-04-14,7
2023-04-06,4763,long,0.0296,5.0,2023-04-26,15
2023-04-06,5381,long,1.1216,25.0,2023-04-19,10
2023-04-06,6160,long,0.4146,5.0,2023-04-13,6
2023-04-06,6472,long,0.4203,5.0,2023-04-20,11
2023-04-06,6517,long,0.6709,5.0,2023-04-20,11
2023-04-06,6751,long,0.2908,20.0,2023-04-11,4
2023-04-06,6874,long,0.1795,20.0,2023-04-12,5
2023-04-06,8033,long,0.0265,20.0,2023-04-13,6
2023-04-06,8478,long,0.3121,5.0,2023-04-17,8
2023-04-06,8996,long,0.0,20.0,2023-04-13,6
2023-04-10,2482,long,0.2568,5.0,2023-04-21,10
2023-04-10,3664,long,0.6331,5.0,2023-04-26,13
2023-04-12,8227,long,-0.1602,20.0,2023-04-25,10
2023-04-14,2358,long,-0.3188,10.0,2023-04-27,10
2023-04-14,4804,long,-0.3651,10.0,2023-04-27,10
2023-04-14,5314,long,0.4211,5.0,2023-04-27,10
2023-04-17,3308,long,0.7618,5.0,2023-05-04,13
2023-04-17,3494,long,-0.3378,10.0,2023-04-28,10
2023-04-17,9105,long,,,2023-04-28,10
2023-04-18,3693,long,0.6742,5.0,2023-05-04,12
2023-04-18,6465,long,0.3659,5.0,2023-05-02,10
2023-04-20,1529,long,0.7175,5.0,2023-05-04,10
2023-04-20,1584,long,0.5111,5.0,2023-05-08,12
2023-04-20,2630,long,0.3434,5.0,2023-05-04,10
2023-04-20,4728,long,0.75,5.0,2023-05-09,13
2023-04-21,1810,long,0.5268,5.0,2023-05-05,10
2023-04-21,8033,long,0.225,20.0,2023-05-05,10
2023-04-24,3058,long,0.4118,5.0,2023-05-08,10
2023-04-25,6235,long,0.3468,5.0,2023-05-09,10
2023-04-25,6791,long,0.5394,5.0,2023-05-09,10
2023-04-26,3629,long,0.8424,20.0,2023-05-10,10
2023-04-27,4147,long,0.1755,5.0,2023-05-11,10
2023-04-27,6874,long,0.1921,20.0,2023-05-15,12
2023-04-28,4741,long,0.3993,5.0,2023-05-12,10
2023-05-02,1727,long,0.6,5.0,2023-05-15,10
2023-05-04,8227,long,-0.0947,20.0,2023-05-19,12
2023-05-08,6148,long,0.9599,5.0,2023-05-23,12
2023-05-08,6752,long,0.4023,5.0,2023-05-19,10
2023-05-09,2424,long,0.5372,5.0,2023-05-22,10
2023-05-09,3664,long,0.5181,20.0,2023-05-22,10
2023-05-09,6111,long,0.5072,5.0,2023-05-24,12
2023-05-09,9105,long,,,2023-06-21,30
2023-05-11,4160,long,0.8435,5.0,2023-05-24,10
2023-05-12,6276,long,0.3792,5.0,2023-06-01,15
2023-05-15,2230,long,-0.0278,5.0,2023-05-26,10
2023-05-15,8033,long,0.0443,20.0,2023-05-26,10
2023-05-18,2743,long,0.5883,5.0,2023-06-07,15
2023-05-18,911608,long,,,2023-05-31,10
2023-05-19,2745,long,0.5345,5.0,2023-06-06,13
2023-05-19,6198,long,0.6332,5.0,2023-06-01,10
2023-05-22,8426,long,0.5095,5.0,2023-06-02,10
2023-05-23,2427,long,0.7133,5.0,2023-06-05,10
2023-05-24,6697,long,0.6913,5.0,2023-06-09,13
2023-05-25,2719,long,0.8454,5.0,2023-06-07,10
2023-05-25,9103,long,,,2023-06-07,10
2023-05-30,2736,long,0.8207,5.0,2023-06-14,12
2023-05-31,5301,long,0.4534,5.0,2023-06-13,10
2023-05-31,6643,long,0.5017,5.0,2023-06-13,10
2023-06-01,8227,long,0.0483,20.0,2023-06-14,10
2023-06-02,6291,long,0.4771,5.0,2023-06-15,10
2023-06-05,4543,long,0.8352,5.0,2023-06-16,10
2023-06-08,8996,long,0.3231,5.0,2023-06-21,10
2023-06-09,2734,long,1.0552,5.0,2023-06-26,10
2023-06-09,4946,long,0.2701,10.0,2023-06-26,10
2023-06-12,2745,long,1.1553,20.0,2023-06-27,10
2023-06-13,6625,long,0.4159,5.0,2023-06-30,12
2023-06-14,5703,long,0.7329,5.0,2023-06-29,10
2023-06-14,6577,long,0.7547,5.0,2023-06-29,10
2023-06-14,8034,long,0.4534,5.0,2023-06-29,10
2023-06-15,2743,long,0.6939,20.0,2023-07-04,12
2023-06-15,4533,long,0.7638,5.0,2023-07-05,13
2023-06-20,5381,long,0.1558,10.0,2023-07-05,10
2023-06-20,6235,long,0.4513,5.0,2023-07-07,12
2023-06-21,2468,long,0.5625,5.0,2023-07-06,10
2023-06-27,2722,long,0.5819,5.0,2023-07-12,12
2023-06-27,6120,long,0.4319,5.0,2023-07-10,10
2023-06-27,6125,long,1.0,5.0,2023-07-21,19
2023-06-28,6643,long,0.1597,20.0,2023-07-11,10
2023-06-29,1471,long,0.5186,5.0,2023-07-12,10
2023-06-29,2059,long,0.4541,5.0,2023-07-17,13
2023-06-29,3073,long,0.2308,5.0,2023-07-12,10
2023-06-29,9950,long,0.4865,45.0,2023-07-12,10
2023-06-30,1519,long,0.0887,5.0,2023-07-31,20
2023-06-30,3089,long,0.6232,10.0,2023-07-28,21
2023-07-04,3664,long,0.1134,5.0,2023-07-17,10
2023-07-04,9105,long,,,2023-07-17,10
2023-07-05,8996,long,0.3752,20.0,2023-07-18,10
2023-07-06,2230,long,0.4259,5.0,2023-07-21,12
2023-07-06,6451,long,0.4229,5.0,2023-07-19,10
2023-07-07,3013,long,0.4874,5.0,2023-07-20,10
2023-07-10,3564,long,0.3719,5.0,2023-07-21,10
2023-07-10,4905,long,0.6731,5.0,2023-07-21,10
2023-07-10,6117,long,0.6869,5.0,2023-07-21,10
2023-07-10,8048,long,0.3834,5.0,2023-07-21,10
2023-07-11,3018,long,0.626,45.0,2023-07-24,10
2023-07-11,4979,long,0.9496,5.0,2023-07-26,12
2023-07-11,8093,long,0.7917,5.0,2023-07-24,10
2023-07-12,2743,long,-0.0677,20.0,2023-07-27,12
2023-07-12,6538,long,0.4826,5.0,2023-07-25,10
2023-07-14,3231,long,0.8384,5.0,2023-07-27,10
2023-07-14,6419,long,0.4343,5.0,2023-07-27,10
2023-07-17,2745,long,-0.1084,20.0,2023-07-28,10
2023-07-17,3191,long,0.358,10.0,2023-07-28,10
2023-07-17,6703,long,0.4859,5.0,2023-07-28,10
2023-07-18,2388,long,0.5873,5.0,2023-07-31,10
2023-07-18,4419,long,0.409,45.0,2023-07-31,10
2023-07-19,6569,long,0.5396,5.0,2023-08-04,12
2023-07-20,2356,long,0.4422,5.0,2023-08-02,10
2023-07-20,3363,long,0.4828,5.0,2023-08-04,11
2023-07-20,3483,long,0.6688,5.0,2023-08-07,12
2023-07-20,3706,long,0.4435,5.0,2023-08-02,10
2023-07-21,6442,long,0.4558,5.0,2023-08-02,9
2023-07-21,6579,long,0.4615,5.0,2023-08-02,9
2023-07-24,2316,long,0.5097,5.0,2023-08-04,9
2023-07-24,3362,long,0.5845,5.0,2023-08-04,9
2023-07-24,6150,long,0.4099,5.0,2023-08-04,9
2023-07-24,6527,long,0.3936,5.0,2023-08-04,9
2023-07-24,6530,long,0.4071,5.0,2023-08-04,9
2023-07-25,3035,long,0.8688,5.0,2023-08-09,11
2023-07-25,4154,long,-0.5344,5.0,2023-08-10,12
2023-07-25,8210,long,0.6986,5.0,2023-08-07,9
2023-07-26,6811,long,0.7039,5.0,2023-08-11,12
2023-07-26,8996,long,0.2969,20.0,2023-08-08,9
2023-07-27,4188,long,0.5746,5.0,2023-08-09,9
2023-07-28,2421,long,0.5864,5.0,2023-08-10,9
2023-07-28,9105,long,,,2023-08-10,9
2023-08-01,2329,long,0.8498,5.0,2023-08-14,9
2023-08-04,4979,long,0.2351,20.0,2023-08-18,11
2023-08-08,5511,long,0.155,5.0,2023-08-21,10
2023-08-11,2743,long,-0.0842,20.0,2023-08-24,10
2023-08-18,4154,long,0.0062,20.0,2023-08-31,10
2023-08-21,3043,long,0.4897,5.0,2023-09-01,10
2023-08-23,3306,long,0.5421,5.0,2023-09-07,12
2023-08-23,3362,long,0.0404,20.0,2023-09-05,10
2023-08-25,4944,long,0.6014,5.0,2023-09-07,10
2023-08-25,6117,long,0.3321,5.0,2023-09-11,12
2023-08-28,6222,long,-0.436,5.0,2023-09-08,10
2023-08-29,5348,long,0.3223,5.0,2023-09-11,10
2023-08-31,4979,long,-0.0872,20.0,2023-09-13,10
2023-09-06,4542,long,1.511,5.0,2023-09-22,13
2023-09-07,6122,long,0.2531,5.0,2023-09-22,12
2023-09-07,9103,long,,,2023-09-20,10
2023-09-08,2816,long,0.6746,5.0,2023-09-21,10
2023-09-08,3548,long,0.5732,5.0,2023-09-21,10
2023-09-11,2358,long,0.4947,5.0,2023-09-22,10
2023-09-13,6236,long,0.553,10.0,2023-09-26,10
2023-09-15,1435,long,0.0989,0.0,2023-09-18,2
2023-09-19,5321,long,0.3194,5.0,2023-10-03,10
2023-10-02,9103,long,,,2023-10-17,10
2023-10-03,8420,long,-0.2696,10.0,2023-10-18,10
2023-10-04,5432,long,0.5058,5.0,2023-10-23,12
2023-10-05,6117,long,0.29,20.0,2023-10-24,12
2023-10-06,9105,long,,,2023-10-23,10
2023-10-11,2417,long,0.6042,5.0,2023-10-26,12
2023-10-16,8227,long,0.2551,5.0,2023-10-27,10
2023-10-18,2363,long,0.4407,5.0,2023-11-02,12
2023-10-19,2364,long,0.3045,5.0,2023-11-01,10
2023-10-19,6419,long,0.3735,5.0,2023-11-01,10
2023-10-19,6482,long,0.4899,5.0,2023-11-01,10
2023-10-23,4806,long,0.9355,45.0,2023-11-03,10
2023-10-23,6530,long,0.6366,5.0,2023-11-07,12
2023-10-23,6643,long,0.0869,5.0,2023-11-07,12
2023-10-26,3041,long,0.511,5.0,2023-11-08,10
2023-10-26,6404,long,-0.4404,10.0,2023-11-13,13
2023-10-30,6593,long,0.6849,5.0,2023-11-10,10
2023-11-01,4979,long,0.0734,5.0,2023-11-14,10
2023-11-03,3715,long,0.0407,5.0,2023-11-16,10
2023-11-03,8054,long,0.654,5.0,2023-11-20,12
2023-11-06,8227,long,0.138,20.0,2023-11-17,10
2023-11-07,9103,long,,,2023-11-20,10
2023-11-08,911608,long,,,2023-11-21,10
2023-11-09,1449,long,0.407,5.0,2023-11-22,10
2023-11-09,9105,long,,,2023-12-07,20
2023-11-14,4806,long,0.6059,60.0,2023-11-27,10
2023-11-15,6643,long,0.0714,20.0,2023-11-28,10
2023-11-16,6122,long,0.539,5.0,2023-12-01,12
2023-11-17,4183,long,0.38,5.0,2023-11-30,10
2023-11-20,1515,long,0.5518,5.0,2023-12-05,12
2023-11-20,3085,long,-0.2692,10.0,2023-12-01,10
2023-11-21,2543,long,0.9631,5.0,2023-12-04,10
2023-11-21,5314,long,0.769,5.0,2023-12-04,10
2023-11-21,6404,long,-0.5598,60.0,2023-12-04,10
2023-11-23,3228,long,1.0992,5.0,2023-12-06,10
2023-11-23,8467,long,0.7184,5.0,2023-12-06,10
2023-11-24,2380,long,-0.2807,10.0,2023-12-07,10
2023-11-24,3623,long,1.1969,5.0,2023-12-12,13
2023-11-27,8227,long,0.1773,20.0,2023-12-08,10
2023-11-28,8089,long,0.8883,5.0,2023-12-11,10
2023-11-28,911608,long,,,2023-12-11,10
2023-11-29,3362,long,0.3222,5.0,2023-12-12,10
2023-11-29,3437,long,0.6384,5.0,2023-12-12,10
2023-11-29,6716,long,0.7274,5.0,2023-12-12,10
2023-11-29,9103,long,,,2024-01-03,25
2023-11-30,6204,long,0.7163,5.0,2023-12-13,10
2023-12-04,1325,long,0.7511,5.0,2023-12-15,10
2023-12-04,3373,long,0.4877,5.0,2023-12-19,12
2023-12-04,3548,long,0.538,5.0,2023-12-15,10
2023-12-04,5478,long,0.8139,5.0,2023-12-20,13
2023-12-05,4420,long,0.5117,5.0,2023-12-18,10
2023-12-05,6276,long,0.8045,5.0,2023-12-18,10
2023-12-05,6482,long,0.2147,5.0,2023-12-18,10
2023-12-05,911868,long,,,2023-12-18,10
2023-12-05,9919,long,0.8022,5.0,2023-12-20,12
2023-12-08,5210,long,1.1293,5.0,2023-12-21,10
2023-12-08,6117,long,0.5632,5.0,2023-12-21,10
2023-12-12,6222,long,0.7314,5.0,2023-12-25,10
2023-12-13,4413,long,0.4688,5.0,2023-12-26,10
2023-12-14,3287,long,0.5787,5.0,2023-12-29,12
2023-12-15,5426,long,0.6381,5.0,2023-12-28,10
2023-12-15,6593,long,0.4776,5.0,2023-12-28,10
2023-12-18,6643,long,0.1205,20.0,2023-12-29,10
2023-12-19,5432,long,0.776,5.0,2024-01-04,12
2023-12-20,3623,long,-0.1463,20.0,2024-01-03,10
2023-12-22,8227,long,0.0037,20.0,2024-01-05,10
2023-12-25,5314,long,0.5547,20.0,2024-01-08,10
2023-12-25,8054,long,0.3325,5.0,2024-01-19,19
2023-12-28,8059,long,0.5839,5.0,2024-01-18,15
2023-12-29,6231,long,0.6271,5.0,2024-01-16,12
2024-01-03,911608,long,,,2024-01-16,10
2024-01-08,3288,long,0.704,5.0,2024-01-19,10
2024-01-08,6113,long,0.8031,5.0,2024-01-23,12
2024-01-11,3086,long,0.4512,5.0,2024-01-24,10
2024-01-12,8467,long,0.376,5.0,2024-01-29,12
2024-01-12,9103,long,,,2024-02-05,17
2024-01-15,8227,long,0.1736,20.0,2024-01-26,10
2024-01-17,5314,long,0.6643,20.0,2024-01-30,10
2024-01-18,3228,long,0.5734,5.0,2024-01-31,10
2024-01-18,4529,long,0.6348,5.0,2024-01-31,10
2024-01-18,6425,long,0.4527,5.0,2024-01-31,10
2024-01-22,6535,long,0.6018,5.0,2024-02-05,11
2024-01-24,6187,long,0.275,5.0,2024-02-05,9
2024-01-29,9105,long,,,2024-02-05,6
2024-01-30,9136,long,,,2024-02-05,5
2024-02-01,3360,long,0.7393,5.0,2024-02-05,3
2024-02-01,6462,long,1.2387,5.0,2024-02-05,3
2024-02-01,8080,long,0.7497,5.0,2024-02-05,3
2024-02-02,3294,long,0.6597,5.0,2024-02-05,2
2024-02-02,6229,long,0.5912,5.0,2024-02-05,2
2024-02-02,6465,long,0.4543,5.0,2024-02-05,2
2024-02-05,1418,long,0.4612,5.0,2024-02-05,1
2024-02-05,5314,long,1.7011,20.0,2024-02-05,1
2024-02-05,8227,long,0.4872,20.0,2024-02-05,1
2024-02-15,1418,long,0.3956,5.0,2024-02-27,9
2024-02-15,3294,long,1.0158,5.0,2024-03-06,14
2024-02-15,3360,long,0.4525,5.0,2024-02-27,9
2024-02-15,5314,long,1.5527,20.0,2024-02-27,9
2024-02-15,6187,long,0.3471,5.0,2024-02-15,1
2024-02-15,6229,long,0.4442,5.0,2024-02-29,10
2024-02-15,6462,long,0.79,5.0,2024-02-27,9
2024-02-15,6465,long,0.3,5.0,2024-02-26,8
2024-02-15,6535,long,1.3,20.0,2024-02-19,3
2024-02-15,6643,long,0.5,5.0,2024-02-29,10
2024-02-15,8080,long,1.3147,20.0,2024-02-29,10
2024-02-15,8227,long,0.3845,20.0,2024-03-01,11
2024-02-15,9103,long,,,2024-02-19,3
2024-02-15,9105,long,,,2024-02-20,4
2024-02-15,9136,long,,,2024-02-21,5
2024-02-16,3268,long,0.3504,5.0,2024-03-01,10
2024-02-16,6584,long,0.8743,5.0,2024-03-06,13
2024-02-19,2465,long,0.9205,5.0,2024-03-07,13
2024-02-19,6805,long,0.5297,5.0,2024-03-04,10
2024-02-19,8054,long,0.5483,20.0,2024-03-04,10
2024-02-20,2365,long,0.6862,5.0,2024-03-07,12
2024-02-21,4714,long,0.5686,5.0,2024-03-11,13
2024-02-21,6785,long,1.1881,5.0,2024-03-06,10
2024-02-21,8089,long,0.4576,5.0,2024-03-06,10
2024-02-22,6640,long,0.5548,5.0,2024-03-19,18
2024-02-23,3321,long,0.5736,5.0,2024-03-08,10
2024-02-23,3362,long,0.6196,5.0,2024-03-08,10
2024-02-23,4945,long,0.3964,5.0,2024-03-08,10
2024-02-23,5284,long,0.6652,5.0,2024-03-08,10
2024-02-23,5443,long,0.4927,5.0,2024-03-08,10
2024-02-23,6187,long,0.5521,20.0,2024-03-08,10
2024-02-23,6425,long,1.0755,20.0,2024-03-08,10
2024-02-26,1519,long,0.5259,5.0,2024-03-11,10
2024-02-26,1809,long,0.8226,5.0,2024-03-14,13
2024-02-26,6442,long,1.0638,5.0,2024-03-13,12
2024-02-27,3313,long,1.0505,5.0,2024-03-12,10
2024-02-27,4588,long,0.4734,5.0,2024-03-12,10
2024-02-27,5381,long,0.342,5.0,2024-03-12,10
2024-02-27,8147,long,0.8432,5.0,2024-03-12,10
2024-02-29,4131,long,0.3556,5.0,2024-03-13,10
2024-03-01,8047,long,0.5397,5.0,2024-03-14,10
2024-03-01,8092,long,0.699,5.0,2024-03-20,14
2024-03-04,4303,long,1.1198,5.0,2024-03-20,13
2024-03-05,3363,long,0.7012,5.0,2024-03-20,12
2024-03-06,1725,long,0.8225,5.0,2024-03-19,10
2024-03-06,6227,long,0.6062,5.0,2024-03-19,10
2024-03-06,6535,long,0.3824,20.0,2024-03-19,10
2024-03-07,3372,long,0.6514,5.0,2024-03-20,10
2024-03-07,5314,long,0.7007,20.0,2024-03-20,10
2024-03-08,3376,long,0.5172,5.0,2024-03-25,12
2024-03-11,3013,long,0.4634,5.0,2024-03-26,12
2024-03-11,4943,long,0.771,45.0,2024-03-22,10
2024-03-11,8227,long,-0.3197,20.0,2024-03-27,13
2024-03-12,2417,long,0.5305,5.0,2024-03-25,10
2024-03-12,5310,long,0.7046,5.0,2024-03-25,10
2024-03-13,2404,long,0.4526,5.0,2024-03-26,10
2024-03-14,4909,long,0.8599,5.0,2024-03-27,10
2024-03-15,4994,long,1.0,5.0,2024-03-28,10
2024-03-15,5386,long,0.7366,5.0,2024-03-28,10
2024-03-15,6643,long,-0.1433,20.0,2024-03-28,10
2024-03-15,8040,long,0.5851,5.0,2024-03-28,10
2024-03-18,6187,long,0.0769,20.0,2024-03-29,10
2024-03-19,1519,long,0.3797,20.0,2024-04-03,12
2024-03-20,6230,long,0.4803,5.0,2024-04-02,10
2024-03-21,9103,long,,,2024-04-03,10
2024-03-25,1503,long,0.593,5.0,2024-04-09,10
2024-03-25,4127,long,0.6884,5.0,2024-04-12,13
2024-03-26,5493,long,0.5833,5.0,2024-04-10,10
2024-03-26,6640,long,0.5583,20.0,2024-04-10,10
2024-03-26,6753,long,0.5228,5.0,2024-04-10,10
2024-03-27,2359,long,0.7803,5.0,2024-04-22,17
2024-03-28,3228,long,0.1491,5.0,2024-04-12,10
2024-03-29,1616,long,0.4949,5.0,2024-04-15,10
2024-03-29,5314,long,0.867,20.0,2024-04-15,10
2024-04-01,8089,long,-0.2813,20.0,2024-04-16,10
2024-04-03,6197,long,0.4739,5.0,2024-04-18,10
2024-04-08,3629,long,0.4497,10.0,2024-04-19,10
2024-04-08,4198,long,0.9655,5.0,2024-04-24,13
2024-04-08,4909,long,0.4082,20.0,2024-04-19,10
2024-04-08,7402,long,0.0936,5.0,2024-04-23,12
2024-04-09,6139,long,0.6553,5.0,2024-04-24,12
2024-04-10,1587,long,0.6053,5.0,2024-04-23,10
